epoch,accuracy,learning_rate,loss,top3_acc,val_accuracy,val_loss,val_top3_acc
0,0.19662857055664062,0.0010000000474974513,1.6117602586746216,0.594257116317749,0.20000000298023224,1.609451413154602,0.6000000238418579
1,0.19831427931785583,0.0010000000474974513,1.609520673751831,0.5984857082366943,0.20000000298023224,1.609451413154602,0.6000000238418579
2,0.1973428577184677,0.0010000000474974513,1.6095787286758423,0.5983999967575073,0.20000000298023224,1.6094778776168823,0.6000000238418579
3,0.1973142921924591,0.0010000000474974513,1.6096268892288208,0.597342848777771,0.20000000298023224,1.6094704866409302,0.6000000238418579
4,0.19617143273353577,0.0010000000474974513,1.6095565557479858,0.595457136631012,0.20000000298023224,1.6094673871994019,0.6000000238418579
5,0.19539999961853027,0.0010000000474974513,1.6095538139343262,0.5978571176528931,0.20000000298023224,1.609476923942566,0.6000000238418579
6,0.19460000097751617,0.0005000000237487257,1.6095964908599854,0.597685694694519,0.20000000298023224,1.6094467639923096,0.6000000238418579
7,0.19457143545150757,0.0005000000237487257,1.609554648399353,0.5924285650253296,0.20000000298023224,1.6094468832015991,0.6000000238418579
8,0.19537143409252167,0.0005000000237487257,1.6095213890075684,0.5922571420669556,0.20000000298023224,1.6094443798065186,0.6000000238418579
9,0.1979714334011078,0.0005000000237487257,1.6094999313354492,0.5983999967575073,0.20000000298023224,1.6094468832015991,0.6000000238418579
10,0.19871428608894348,0.0005000000237487257,1.6095013618469238,0.5979999899864197,0.20000000298023224,1.6094481945037842,0.6000000238418579
11,0.19174285233020782,0.0002500000118743628,1.6094788312911987,0.5950857400894165,0.20000000298023224,1.60944402217865,0.6000000238418579
12,0.1980857104063034,0.0002500000118743628,1.609473466873169,0.5934857130050659,0.20000000298023224,1.6094424724578857,0.6000000238418579
13,0.1963714212179184,0.0002500000118743628,1.6094756126403809,0.5967428684234619,0.20000000298023224,1.609440803527832,0.6000000238418579
14,0.19708570837974548,0.0002500000118743628,1.609495997428894,0.5894285440444946,0.20000000298023224,1.6094406843185425,0.6000000238418579
15,0.19771428406238556,0.0002500000118743628,1.6094759702682495,0.595971405506134,0.20000000298023224,1.609440565109253,0.6000000238418579
16,0.19551429152488708,0.0001250000059371814,1.609456181526184,0.5964571237564087,0.20000000298023224,1.609439492225647,0.6000000238418579
17,0.19791428744792938,0.0001250000059371814,1.6095279455184937,0.5959428548812866,0.20000000298023224,1.6094380617141724,0.6000000238418579
18,0.19480000436306,0.0001250000059371814,1.609467625617981,0.5951428413391113,0.20000000298023224,1.6094385385513306,0.6000000238418579
19,0.19737142324447632,0.0001250000059371814,1.6094619035720825,0.5932000279426575,0.20000000298023224,1.6094390153884888,0.6000000238418579
20,0.19428572058677673,0.0001250000059371814,1.6094588041305542,0.5939428806304932,0.20000000298023224,1.6094390153884888,0.6000000238418579
21,0.1987999975681305,6.25000029685907e-05,1.6094480752944946,0.5965428352355957,0.20000000298023224,1.6094383001327515,0.6000000238418579
22,0.19740000367164612,6.25000029685907e-05,1.609450101852417,0.5952857136726379,0.20000000298023224,1.609438419342041,0.6000000238418579
23,0.1972571462392807,6.25000029685907e-05,1.6094502210617065,0.5981714129447937,0.20000000298023224,1.609438419342041,0.6000000238418579
24,0.19748571515083313,6.25000029685907e-05,1.6094468832015991,0.5933142900466919,0.20000000298023224,1.6094386577606201,0.6000000238418579
25,0.19539999961853027,6.25000029685907e-05,1.6094690561294556,0.5936571359634399,0.20000000298023224,1.6094380617141724,0.6000000238418579
26,0.19511428475379944,3.125000148429535e-05,1.6094454526901245,0.5989428758621216,0.20000000298023224,1.6094388961791992,0.6000000238418579
27,0.19757142663002014,3.125000148429535e-05,1.6094472408294678,0.59708571434021,0.20000000298023224,1.6094379425048828,0.6000000238418579
28,0.1973142921924591,3.125000148429535e-05,1.6094430685043335,0.5980571508407593,0.20000000298023224,1.6094378232955933,0.6000000238418579
29,0.1972285658121109,3.125000148429535e-05,1.6094433069229126,0.5961428284645081,0.20000000298023224,1.6094379425048828,0.6000000238418579
30,0.1979999989271164,3.125000148429535e-05,1.6094458103179932,0.5961714386940002,0.20000000298023224,1.6094383001327515,0.6000000238418579
31,0.19597142934799194,1.5625000742147677e-05,1.6094412803649902,0.5986571311950684,0.20000000298023224,1.609438419342041,0.6000000238418579
32,0.1979714334011078,1.5625000742147677e-05,1.6094398498535156,0.5999428629875183,0.20000000298023224,1.6094379425048828,0.6000000238418579
33,0.19548571109771729,1.5625000742147677e-05,1.6094424724578857,0.5994571447372437,0.20000000298023224,1.609438419342041,0.6000000238418579
34,0.1955428570508957,1.5625000742147677e-05,1.609442949295044,0.5983142852783203,0.20000000298023224,1.6094380617141724,0.6000000238418579
35,0.1964571475982666,1.5625000742147677e-05,1.6094392538070679,0.5971142649650574,0.20000000298023224,1.6094375848770142,0.6000000238418579
36,0.19619999825954437,7.812500371073838e-06,1.609437108039856,0.6000000238418579,0.20000000298023224,1.6094377040863037,0.6000000238418579
37,0.19768571853637695,7.812500371073838e-06,1.6094388961791992,0.6000000238418579,0.20000000298023224,1.6094380617141724,0.6000000238418579
