epoch,accuracy,learning_rate,loss,top3_acc,val_accuracy,val_loss,val_top3_acc
0,0.20008571445941925,0.0010000000474974513,1.6124508380889893,0.6025999784469604,0.20000000298023224,1.609452486038208,0.6000000238418579
1,0.1972285658121109,0.0010000000474974513,1.609629511833191,0.595885694026947,0.20000000298023224,1.6094682216644287,0.6000000238418579
2,0.19908571243286133,0.0010000000474974513,1.6095815896987915,0.5980286002159119,0.20000000298023224,1.6094541549682617,0.6000000238418579
3,0.1955714225769043,0.0010000000474974513,1.6097242832183838,0.5934571623802185,0.20000000298023224,1.6094578504562378,0.6000000238418579
4,0.1971714347600937,0.0010000000474974513,1.6096421480178833,0.5969428420066833,0.20000000298023224,1.6094906330108643,0.6000000238418579
5,0.1965428590774536,0.0010000000474974513,1.6096054315567017,0.5950857400894165,0.20000000298023224,1.609452247619629,0.6000000238418579
6,0.19382856786251068,0.0005000000237487257,1.609498381614685,0.599314272403717,0.20000000298023224,1.6094502210617065,0.6000000238418579
7,0.19571428000926971,0.0005000000237487257,1.6095060110092163,0.593914270401001,0.20000000298023224,1.6094533205032349,0.6000000238418579
8,0.1956857144832611,0.0005000000237487257,1.6095062494277954,0.5932857394218445,0.20000000298023224,1.6094465255737305,0.6000000238418579
9,0.19531428813934326,0.0005000000237487257,1.6095064878463745,0.5950571298599243,0.20000000298023224,1.6094491481781006,0.6000000238418579
10,0.19588571786880493,0.0005000000237487257,1.6095036268234253,0.5927143096923828,0.20000000298023224,1.609451413154602,0.6000000238418579
11,0.1980857104063034,0.0002500000118743628,1.6095176935195923,0.594085693359375,0.20000000298023224,1.6094437837600708,0.6000000238418579
12,0.19468571245670319,0.0002500000118743628,1.6095107793807983,0.5934000015258789,0.20000000298023224,1.609441876411438,0.6000000238418579
13,0.19345714151859283,0.0002500000118743628,1.6094744205474854,0.5891428589820862,0.20000000298023224,1.6094430685043335,0.6000000238418579
14,0.1940000057220459,0.0002500000118743628,1.6095070838928223,0.5938000082969666,0.20000000298023224,1.6094400882720947,0.6000000238418579
15,0.19688571989536285,0.0002500000118743628,1.6094729900360107,0.5968571305274963,0.20000000298023224,1.6094400882720947,0.6000000238418579
16,0.19837142527103424,0.0001250000059371814,1.6094579696655273,0.5942000150680542,0.20000000298023224,1.609439730644226,0.6000000238418579
17,0.1972857117652893,0.0001250000059371814,1.6094598770141602,0.5947142839431763,0.20000000298023224,1.609439492225647,0.6000000238418579
18,0.19851428270339966,0.0001250000059371814,1.609457015991211,0.5938000082969666,0.20000000298023224,1.6094379425048828,0.6000000238418579
19,0.1971428543329239,0.0001250000059371814,1.6094577312469482,0.5949714183807373,0.20000000298023224,1.6094392538070679,0.6000000238418579
20,0.197942852973938,0.0001250000059371814,1.6094584465026855,0.5939714312553406,0.20000000298023224,1.6094383001327515,0.6000000238418579
21,0.19608572125434875,6.25000029685907e-05,1.6094474792480469,0.5979428291320801,0.20000000298023224,1.6094377040863037,0.6000000238418579
22,0.19337143003940582,6.25000029685907e-05,1.6094611883163452,0.593914270401001,0.20000000298023224,1.609438180923462,0.6000000238418579
23,0.19657142460346222,6.25000029685907e-05,1.609455943107605,0.5943142771720886,0.20000000298023224,1.6094383001327515,0.6000000238418579
24,0.19768571853637695,6.25000029685907e-05,1.6094491481781006,0.5931714177131653,0.20000000298023224,1.6094387769699097,0.6000000238418579
25,0.1963714212179184,6.25000029685907e-05,1.609444499015808,0.5936571359634399,0.20000000298023224,1.6094375848770142,0.6000000238418579
26,0.19917142391204834,3.125000148429535e-05,1.6094430685043335,0.5986571311950684,0.20000000298023224,1.609437108039856,0.6000000238418579
27,0.19914285838603973,3.125000148429535e-05,1.6094424724578857,0.5963143110275269,0.20000000298023224,1.609438419342041,0.6000000238418579
28,0.19754286110401154,3.125000148429535e-05,1.60944664478302,0.5941428542137146,0.20000000298023224,1.6094378232955933,0.6000000238418579
29,0.1971428543329239,3.125000148429535e-05,1.6094433069229126,0.5939714312553406,0.20000000298023224,1.6094385385513306,0.6000000238418579
30,0.19580000638961792,3.125000148429535e-05,1.6094452142715454,0.5968285799026489,0.20000000298023224,1.6094374656677246,0.6000000238418579
31,0.2005714327096939,1.5625000742147677e-05,1.6094295978546143,0.5986857414245605,0.20000000298023224,1.6094380617141724,0.6000000238418579
32,0.2005428522825241,1.5625000742147677e-05,1.609459400177002,0.5968000292778015,0.20000000298023224,1.6094379425048828,0.6000000238418579
33,0.19991429150104523,1.5625000742147677e-05,1.6094416379928589,0.5930857062339783,0.20000000298023224,1.6094377040863037,0.6000000238418579
34,0.19948571920394897,1.5625000742147677e-05,1.6094396114349365,0.5978857278823853,0.20000000298023224,1.6094379425048828,0.6000000238418579
35,0.19842857122421265,1.5625000742147677e-05,1.609445333480835,0.597685694694519,0.20000000298023224,1.6094379425048828,0.6000000238418579
36,0.2003999948501587,7.812500371073838e-06,1.6094399690628052,0.5980857014656067,0.20000000298023224,1.6094383001327515,0.6000000238418579
37,0.20097142457962036,7.812500371073838e-06,1.6094307899475098,0.597171425819397,0.20000000298023224,1.6094379425048828,0.6000000238418579
38,0.199657142162323,7.812500371073838e-06,1.60945463180542,0.5976571440696716,0.20000000298023224,1.6094383001327515,0.6000000238418579
39,0.1996857076883316,7.812500371073838e-06,1.6094452142715454,0.5959428548812866,0.20000000298023224,1.6094385385513306,0.6000000238418579
40,0.2005714327096939,7.812500371073838e-06,1.6094353199005127,0.5974000096321106,0.20000000298023224,1.6094387769699097,0.6000000238418579
41,0.1995999962091446,3.906250185536919e-06,1.609433650970459,0.6010000109672546,0.20000000298023224,1.609438419342041,0.6000000238418579
